timestamp,zone,delta_f,zone_temp_f,prior_zone_temp_f,local_step,lookback,facility_kw,oat_c,heating_setpoint_f
2026-01-26T00:30:00,zone_temp_1F_A_f,6.1036118953060665,58.89772677537018,65.00133867067625,1,False,89.78414947888173,-19.450000000000003,58.000000381469725
2026-01-26T17:30:00,zone_temp_1F_A_f,8.02892795317208,59.97240828054054,68.00133623371262,69,False,72.92803845207243,-17.725,58.000000381469725
2026-01-26T00:30:00,zone_temp_1F_B_f,6.15659077207436,58.84473807411366,65.00132884618802,1,False,89.78414947888173,-19.450000000000003,58.000000381469725
2026-01-26T17:30:00,zone_temp_1F_B_f,8.141734625444876,59.8595922757162,68.00132690116108,69,False,72.92803845207243,-17.725,58.000000381469725
2026-01-26T00:30:00,zone_temp_1F_C_f,6.112661974844741,58.88866711592968,65.00132909077442,1,False,89.78414947888173,-19.450000000000003,58.000000381469725
2026-01-26T17:30:00,zone_temp_1F_C_f,8.042799544252944,59.95852979989847,68.00132934415142,69,False,72.92803845207243,-17.725,58.000000381469725
2026-01-26T00:30:00,zone_temp_1F_D_f,6.027617317005628,58.973647545458554,65.00126486246418,1,False,89.78414947888173,-19.450000000000003,58.000000381469725
2026-01-26T17:30:00,zone_temp_1F_D_f,7.840294262318494,60.160979461107004,68.0012737234255,69,False,72.92803845207243,-17.725,58.000000381469725
2026-01-26T00:30:00,zone_temp_2F_A_f,6.020068690347287,58.980901207740445,65.00096989808773,1,False,89.78414947888173,-19.450000000000003,58.000000381469725
2026-01-26T07:00:00,zone_temp_2F_A_f,2.661602746846256,65.3393031922457,62.67770044539944,27,False,208.01207979561815,-21.999999999999996,68.0
2026-01-26T17:30:00,zone_temp_2F_A_f,7.906894422536247,60.094046301046184,68.00094072358243,69,False,72.92803845207243,-17.725,58.000000381469725
2026-01-26T00:30:00,zone_temp_2F_B_f,6.034896901168352,58.96621883543146,65.00111573659981,1,False,89.78414947888173,-19.450000000000003,58.000000381469725
2026-01-26T07:00:00,zone_temp_2F_B_f,2.6542240603215106,65.40465064255834,62.75042658223683,27,False,208.01207979561815,-21.999999999999996,68.0
2026-01-26T17:30:00,zone_temp_2F_B_f,7.930555197625679,60.0705409878387,68.00109618546438,69,False,72.92803845207243,-17.725,58.000000381469725
