timestamp,zone,delta_f,zone_temp_f,prior_zone_temp_f,local_step,lookback,facility_kw,oat_c,heating_setpoint_f
2026-01-26T00:30:00,zone_temp_1F_A_f,2.895348729738501,67.89657603042772,65.00122730068922,1,False,215.73932430370468,-19.450000000000003,68.0
2026-01-26T07:30:00,zone_temp_1F_A_f,3.8179386467628404,71.81909215930911,68.00115351254627,29,False,264.71280250918755,-22.200000000000003,71.9999984741211
2026-01-26T17:30:00,zone_temp_1F_A_f,3.7560781616085137,68.24512042511928,72.0011985867278,69,False,147.78972455453302,-17.725,68.0
2026-01-26T00:30:00,zone_temp_1F_B_f,2.9772667947053435,67.97845746428825,65.00119066958291,1,False,215.73932430370468,-19.450000000000003,68.0
2026-01-26T07:30:00,zone_temp_1F_B_f,3.979033907602556,71.98006846590123,68.00103455829867,29,False,264.71280250918755,-22.200000000000003,71.9999984741211
2026-01-26T17:30:00,zone_temp_1F_B_f,3.768657484596872,68.23255179219194,72.00120927678881,69,False,147.78972455453302,-17.725,68.0
2026-01-26T00:30:00,zone_temp_1F_C_f,2.9762758651524166,67.97747611375871,65.0012002486063,1,False,215.73932430370468,-19.450000000000003,68.0
2026-01-26T07:30:00,zone_temp_1F_C_f,3.9365129048122753,71.9375649456246,68.00105204081233,29,False,264.71280250918755,-22.200000000000003,71.9999984741211
2026-01-26T17:30:00,zone_temp_1F_C_f,3.757640480487609,68.24357487743677,72.00121535792438,69,False,147.78972455453302,-17.725,68.0
2026-01-26T00:30:00,zone_temp_1F_D_f,2.9088369029914674,67.90998237264515,65.00114546965368,1,False,215.73932430370468,-19.450000000000003,68.0
2026-01-26T07:30:00,zone_temp_1F_D_f,3.8763275974710467,71.87736506627144,68.00103746880039,29,False,264.71280250918755,-22.200000000000003,71.9999984741211
2026-01-26T17:30:00,zone_temp_1F_D_f,3.7259840202674894,68.27518058191795,72.00116460218544,69,False,147.78972455453302,-17.725,68.0
2026-01-26T07:30:00,zone_temp_2F_A_f,3.4908327415706566,71.49206803838786,68.0012352968172,29,False,264.71280250918755,-22.200000000000003,71.9999984741211
2026-01-26T17:30:00,zone_temp_2F_A_f,3.743182402942921,68.25748215516103,72.00066455810395,69,False,147.78972455453302,-17.725,68.0
2026-01-26T07:30:00,zone_temp_2F_B_f,3.5831849443276838,71.5844459085819,68.00126096425421,29,False,264.71280250918755,-22.200000000000003,71.9999984741211
2026-01-26T17:30:00,zone_temp_2F_B_f,3.7458639729981797,68.25499667779133,72.0008606507895,69,False,147.78972455453302,-17.725,68.0
