timestamp,zone,delta_f,zone_temp_f,prior_zone_temp_f,local_step,lookback,facility_kw,oat_c,heating_setpoint_f
2026-01-20T00:30:00,zone_temp_1F_A_f,5.666965892553918,58.748104948976206,64.41507084153012,1,False,88.2762496097493,-20.174999999999997,58.000000381469725
2026-01-20T07:00:00,zone_temp_1F_A_f,3.757926380430426,64.36901831180543,60.61109193137501,27,False,183.9753071744334,-21.525,68.0
2026-01-20T17:30:00,zone_temp_1F_A_f,7.767424405107519,60.23312645992833,68.00055086503585,69,False,57.92932896212975,-13.549999999999999,58.000000381469725
2026-01-20T00:30:00,zone_temp_1F_B_f,5.662313714056417,58.6851277811521,64.34744149520851,1,False,88.2762496097493,-20.174999999999997,58.000000381469725
2026-01-20T07:00:00,zone_temp_1F_B_f,3.8572804126881977,64.34751415516291,60.490233742474715,27,False,183.9753071744334,-21.525,68.0
2026-01-20T17:30:00,zone_temp_1F_B_f,7.90585593221558,60.09470919061224,68.00056512282782,69,False,57.92932896212975,-13.549999999999999,58.000000381469725
2026-01-20T00:30:00,zone_temp_1F_C_f,5.650863327705466,58.73303834431144,64.3839016720169,1,False,88.2762496097493,-20.174999999999997,58.000000381469725
2026-01-20T07:00:00,zone_temp_1F_C_f,3.7484863972991107,64.37849040491932,60.63000400762021,27,False,183.9753071744334,-21.525,68.0
2026-01-20T17:30:00,zone_temp_1F_C_f,7.788527023983924,60.21203730728637,68.0005643312703,69,False,57.92932896212975,-13.549999999999999,58.000000381469725
2026-01-20T00:30:00,zone_temp_1F_D_f,5.4095261201413365,58.720918711075825,64.13044483121716,1,False,88.2762496097493,-20.174999999999997,58.000000381469725
2026-01-20T07:00:00,zone_temp_1F_D_f,3.5843920006344945,63.67254058601162,60.08814858537713,27,False,183.9753071744334,-21.525,68.0
2026-01-20T17:30:00,zone_temp_1F_D_f,7.560458901684314,60.44008748003405,68.00054638171837,69,False,57.92932896212975,-13.549999999999999,58.000000381469725
2026-01-20T00:30:00,zone_temp_2F_A_f,5.607678602266802,58.81257787084222,64.42025647310902,1,False,88.2762496097493,-20.174999999999997,58.000000381469725
2026-01-20T07:00:00,zone_temp_2F_A_f,3.6586721505497692,64.3728325068902,60.714160356340436,27,False,183.9753071744334,-21.525,68.0
2026-01-20T17:30:00,zone_temp_2F_A_f,7.60288958512858,60.397545259762396,68.00043484489098,69,False,57.92932896212975,-13.549999999999999,58.000000381469725
2026-01-20T00:30:00,zone_temp_2F_B_f,5.600537450151933,58.80239401004239,64.40293146019432,1,False,88.2762496097493,-20.174999999999997,58.000000381469725
2026-01-20T07:00:00,zone_temp_2F_B_f,3.667880099748679,64.38097601010631,60.71309591035763,27,False,183.9753071744334,-21.525,68.0
2026-01-20T17:30:00,zone_temp_2F_B_f,7.6320567986750305,60.36839107339021,68.00044787206524,69,False,57.92932896212975,-13.549999999999999,58.000000381469725
