date,n_intervals,oat_min_f,oat_max_f,facility_peak_kw,max_abs_dT_f,p99_9_abs_dT_f,n_morning_recovery,n_evening_setback,mean_zone_cross_std_f,gate_or_smoke_date,weekend,fold
2025-09-11,96,56.225,78.14999999999999,115.99999666666668,0.5133333333333212,0.46541666666666165,1,1,0.8593339117835382,False,False,train_dev
2025-09-12,96,53.94166666666666,81.79166666666667,119.99999666666668,0.4757575757575694,0.43794696969696206,1,1,0.9032588617338136,False,False,train_dev
2025-09-13,96,62.48333333333333,80.4,64.0,0.24848484848484986,0.21537878787879222,0,0,1.2355865694272143,False,True,train_dev
2025-09-14,96,62.69166666666666,82.64166666666667,22.0,0.1666666666666714,0.16666666666666324,0,0,1.543048717926786,False,True,train_dev
2025-09-15,96,58.85,84.09166666666665,136.0,0.7966666666666669,0.7358560606060541,1,1,1.0582270610337157,False,False,train_dev
2025-09-16,96,57.324999999999996,85.48333333333333,131.99999666666668,0.8666666666666742,0.7673484848484851,1,1,0.9242299695878818,False,False,train_dev
2025-09-17,96,58.9,85.49166666666667,138.0,0.49393939393939945,0.4590909090909109,1,1,0.9142020985518364,False,False,train_dev
2025-09-18,96,59.208333333333336,85.40000000000002,129.99999666666668,0.5030303030303003,0.4699242424242345,1,1,0.9255537489012079,False,False,train_dev
2025-09-19,96,64.83333333333333,81.84166666666667,140.0,0.5060606060606005,0.49107575757575633,1,1,0.8722393275758886,False,False,train_dev
2025-09-20,96,63.80833333333333,76.26666666666667,80.0,0.15897435897436196,0.1574999999999998,0,0,0.9961210137772533,False,True,train_dev
2025-09-21,96,60.6,77.56666666666666,24.0,0.142424242424255,0.13022727272727908,0,0,1.110035668559002,False,True,train_dev
2025-09-22,96,56.458333333333336,78.71666666666667,128.0,0.46666666666666856,0.4628333333333384,1,1,0.9254271228034566,False,False,train_dev
2025-09-23,96,60.275000000000006,72.86666666666667,128.0,0.44333333333332803,0.3870530303030309,1,1,0.8309274891202567,False,False,train_dev
2025-09-24,96,56.333333333333336,64.55,106.0,0.36666666666667425,0.34924242424242996,1,1,0.8798225396787248,False,False,train_dev
2025-09-25,96,50.958333333333336,74.35000000000001,102.0,0.38000000000000966,0.3723333333333412,1,1,0.9097870926336765,False,False,train_dev
2025-09-26,96,54.15,81.46666666666665,122.0,0.46000000000000796,0.42549999999999577,1,1,0.9596995083821644,False,False,train_dev
2025-09-27,96,57.74166666666667,85.11666666666667,60.0,0.2030303030302889,0.17515151515150784,0,0,1.2010843825832123,False,True,train_dev
2025-09-28,96,51.25,80.38333333333334,20.0,0.3090909090909122,0.2585606060606021,0,0,1.3805169171081062,False,True,train_dev
2025-09-29,96,52.98333333333333,86.19166666666666,126.0,0.6633333333333269,0.583356060606047,1,1,1.1117286886598565,False,False,train_dev
2025-09-30,96,55.55833333333334,82.64999999999999,136.0,0.5200000000000102,0.5085000000000034,1,1,1.0293312355136406,False,False,train_dev
2025-10-01,96,55.333333333333336,78.16666666666667,127.99999333333334,0.4899999999999949,0.4708333333333278,1,1,0.9432377555695215,False,False,train_dev
2025-10-02,96,53.449999999999996,83.25,128.0,0.40303030303029175,0.3936212121212005,1,1,0.8780912305092822,False,False,train_dev
2025-10-03,96,57.93333333333333,87.47500000000001,140.0,0.4133333333333269,0.39869696969697543,1,1,0.9298310308889338,False,False,train_dev
2025-10-04,96,61.56666666666666,86.39166666666667,74.0,0.16363636363635692,0.15318181818182014,0,0,1.2185533040738459,False,True,train_dev
2025-10-05,96,62.96666666666667,81.72500000000001,24.0,0.1545454545454561,0.1528030303030333,0,0,1.4015016299370162,False,True,train_dev
2025-10-06,96,56.13333333333333,70.69166666666666,120.0,0.5454545454545325,0.5250681818181695,1,1,1.0350257991732603,False,False,train_dev
2025-10-07,96,52.300000000000004,68.28333333333333,110.0,0.2666666666666657,0.26492424242424295,1,1,0.9297498633813741,False,False,train_dev
2025-10-08,96,42.09166666666667,62.0,104.0,0.3717948717948616,0.3535128205128167,1,1,0.958047244265155,False,False,train_dev
2025-10-09,96,35.516666666666666,65.18333333333334,96.0,0.31515151515151274,0.29110606060605365,1,1,0.9256537902679224,False,False,train_dev
2025-10-10,96,48.98333333333333,72.85833333333333,88.0,0.3399999999999892,0.33268181818181347,1,1,0.8980651253469204,False,False,train_dev
2025-10-11,96,39.73333333333333,67.0,54.0,0.25151515151515014,0.234090909090914,0,0,0.9469079307829714,False,True,train_dev
2025-10-12,96,47.36666666666667,66.78333333333333,22.0,0.2600000000000051,0.2220151515151473,0,0,0.9320610177442384,False,True,train_dev
2025-10-13,96,54.4,67.23333333333333,100.0,0.3133333333333326,0.2909230769230753,1,1,0.8458835878206136,False,False,train_dev
2025-10-14,96,47.30833333333333,64.49166666666666,94.0,0.23846153846155005,0.237429487179499,1,1,0.8589881057381871,False,False,train_dev
2025-10-15,96,49.40833333333333,56.34166666666667,104.0,0.27692307692309726,0.26070512820513814,1,1,0.8407824858430292,False,False,train_dev
2025-10-16,96,51.94166666666666,64.36666666666667,94.0,0.30999999999998806,0.2983525641025524,1,1,0.773206187846123,False,False,train_dev
2025-10-17,96,56.1,77.64166666666667,92.0,0.230303030303034,0.22821212121213483,1,1,0.832274902364155,False,False,train_dev
2025-10-18,96,55.333333333333336,75.28333333333333,42.0,0.18666666666666742,0.17325000000000373,0,0,0.9202873633282179,False,True,train_dev
2025-10-19,96,43.03333333333333,57.9,22.0,0.16969696969695747,0.16795454545454283,0,0,0.9107330643709032,False,True,train_dev
2025-10-20,96,35.93333333333333,65.78333333333333,96.0,0.30256410256410504,0.2836655011654986,1,1,0.8058237867224259,False,False,train_dev
2025-10-21,96,42.84166666666666,50.041666666666664,92.0,0.32564102564101916,0.3167948717948626,1,1,0.7016409638562923,False,False,train_dev
2025-10-22,96,42.6,47.25,92.0,0.539999999999992,0.49399999999999755,1,1,0.6155894715873177,False,False,train_dev
2025-10-23,96,36.166666666666664,49.458333333333336,106.0,0.549999999999983,0.548083333333326,1,1,0.6117762275458292,False,False,train_dev
2025-10-24,96,30.041666666666668,52.458333333333336,130.0,0.6466666666666612,0.5919545454545364,1,1,0.6554072950637387,False,False,train_dev
2025-10-25,96,31.825,47.949999999999996,80.0,0.17179487179487296,0.15734615384615822,0,0,0.8461553200685975,False,True,train_dev
2025-10-26,96,38.43333333333333,59.416666666666664,24.0,0.19666666666667254,0.1679166666666719,0,0,0.909374364218776,False,True,train_dev
2025-10-27,96,35.458333333333336,56.574999999999996,137.99999666666668,0.9233333333333462,0.8083333333333274,1,1,0.683251642908493,False,False,train_dev
2025-10-28,96,34.9,55.6,120.0,0.6866666666666674,0.6214999999999895,1,1,0.625892899419806,False,False,train_dev
2025-10-29,96,41.1,54.0,108.0,0.5666666666666629,0.5474999999999958,1,1,0.695855413942057,False,False,train_dev
2025-10-30,96,37.416666666666664,52.025,132.0,0.7000000000000028,0.5984166666666558,1,1,0.6813124992586852,False,False,train_dev
2025-10-31,96,37.71666666666667,47.875,130.0,0.6133333333333155,0.5807499999999929,1,1,0.630548425769926,False,False,train_dev
2025-11-01,96,33.96666666666667,45.24166666666667,82.0,0.17179487179487296,0.16117948717948835,0,0,0.8048830268322694,False,True,train_dev
2025-11-02,96,29.45,49.76666666666666,30.0,0.24333333333332519,0.20829666666666932,0,0,1.0630474300647472,False,True,train_dev
2025-11-03,96,40.85,59.31666666666666,170.0,0.8900000000000006,0.8861666666666704,1,1,0.7257721594599055,False,False,train_dev
2025-11-04,96,33.03333333333333,59.583333333333336,133.99999666666668,0.6733333333333462,0.6119999999999984,1,1,0.6677199009937658,False,False,train_dev
2025-11-05,96,37.86666666666667,56.949999999999996,106.0,0.6666666666666572,0.64366666666666,1,1,0.7694739672710788,False,False,train_dev
2025-11-06,96,28.316666666666666,54.791666666666664,141.99999666666668,0.6700000000000017,0.6623333333333332,1,1,0.6413566808928987,False,False,train_dev
2025-11-07,96,44.03333333333333,60.175000000000004,112.0,0.6866666666666674,0.6751666666666688,1,1,0.7223036391353043,False,False,train_dev
2025-11-08,96,32.266666666666666,43.708333333333336,86.0,0.18333333333333712,0.1545833333333365,0,0,0.8462497212880283,False,True,train_dev
2025-11-09,96,24.433333333333334,32.291666666666664,32.0,0.30333333333334167,0.24008333333333698,0,0,1.003695997219219,False,True,train_dev
2025-11-10,96,24.116666666666664,33.475,196.0,0.9566666666666492,0.8205833333333227,1,1,0.7203515573096677,False,False,train_dev
2025-11-11,96,24.541666666666668,42.300000000000004,164.0,0.6966666666666583,0.6528782051281948,1,1,0.7100582151282188,False,False,train_dev
2025-11-12,96,38.074999999999996,53.775,140.0,0.7233333333333434,0.6773333333333326,1,1,0.7811985333725753,False,False,train_dev
2025-11-13,96,31.23333333333333,53.275,154.0,0.7299999999999898,0.6493525641025543,1,1,0.7460419148727118,False,False,train_dev
2025-11-14,96,33.61666666666667,67.03333333333333,124.0,0.6299999999999955,0.6012499999999948,1,1,0.8536678171034694,False,False,train_dev
2025-11-15,96,44.333333333333336,66.48333333333333,56.0,0.6000000000000085,0.5041666666666649,0,0,0.9937606779177428,False,True,train_dev
2025-11-16,96,33.36666666666667,46.98333333333333,28.0,0.5000000000000142,0.4674166666666671,0,0,1.094329511497482,False,True,train_dev
2025-11-17,96,27.125,43.36666666666667,188.0,1.1133333333333297,1.0596666666666668,1,1,0.7954964650298818,False,False,train_dev
2025-11-18,96,34.65833333333333,39.59166666666667,158.0,0.6066666666666691,0.5894166666666589,1,1,0.7727087247094885,False,False,train_dev
2025-11-19,96,30.833333333333332,41.891666666666666,182.0,0.7199999999999989,0.6433333333333223,1,1,0.7299966370203896,False,False,train_dev
2025-11-20,96,40.475,46.85,166.0,0.5600000000000023,0.5504166666666606,1,1,0.7128691934649755,False,False,train_dev
2025-11-21,96,30.3,43.96666666666667,138.0,0.6199999999999903,0.5835833333333293,1,1,0.7516913515681871,False,False,train_dev
2025-11-22,96,23.766666666666666,44.98333333333333,108.0,0.21666666666666856,0.207083333333335,0,0,1.1106822253435735,False,True,train_dev
2025-11-23,96,31.833333333333332,55.49166666666667,50.0,0.6600000000000108,0.6274166666666636,0,0,1.1064603857678386,False,True,train_dev
2025-11-24,96,31.65833333333333,48.258333333333326,208.0,1.1833333333333087,1.1756666666666566,1,1,0.6824714731680963,False,False,train_dev
2025-11-25,96,37.666666666666664,50.050000000000004,150.0,0.7233333333333434,0.6734999999999942,1,1,0.6440208891536542,False,False,train_dev
2025-11-26,96,28.108333333333334,36.94166666666667,146.0,0.6766666666666765,0.6613333333333314,1,1,0.6780460901384716,False,False,train_dev
2025-11-27,96,24.099999999999998,30.09166666666667,58.0,0.2700000000000031,0.24508333333333673,1,1,1.1327126081172174,False,False,train_dev
2025-11-28,96,21.5,29.600000000000005,66.0,0.3100000000000023,0.27549999999999825,1,1,1.037363677770117,False,False,train_dev
2025-11-29,96,23.683333333333334,28.766666666666666,82.0,0.2466666666666697,0.23324999999999782,0,0,1.0080345030534656,False,True,train_dev
2025-11-30,96,15.533333333333331,32.28333333333333,78.0,0.4897435897435898,0.4783910256410282,0,0,0.9741575557052391,False,True,train_dev
2025-12-01,96,3.65,25.566666666666663,237.99999333333335,2.0066666666666606,1.7850303030302808,1,1,0.6387125043694115,False,False,train_dev
2025-12-02,96,16.5,24.46666666666667,240.0,1.490000000000009,1.2561666666666493,1,1,0.7878596937713594,False,False,train_dev
2025-12-03,96,13.5,30.866666666666664,192.0,0.5866666666666731,0.5847499999999999,1,1,0.8491791433905567,False,False,train_dev
2025-12-04,96,3.358333333333333,15.049999999999999,233.99998666666667,1.586666666666666,1.4566818181818069,1,1,0.9139509988705091,False,False,train_dev
2025-12-05,96,9.700000000000001,29.099999999999998,216.0,1.433333333333323,1.1055833333333092,1,1,0.8858796421474521,False,False,train_dev
2025-12-06,96,20.275000000000002,29.400000000000002,62.0,0.4066666666666805,0.35683333333333134,0,0,1.053263841390404,False,True,train_dev
2025-12-07,96,-2.475,23.183333333333334,80.0,0.6400000000000006,0.5844166666666644,0,0,0.9285074912582324,False,True,train_dev
2025-12-08,96,-1.7,21.583333333333332,238.0,2.0133333333333354,1.8983333333333248,1,1,0.8228447004711352,False,False,train_dev
2025-12-09,96,20.71666666666667,34.46666666666667,206.0,0.9466666666666725,0.9064166666666651,1,1,0.8572417819769728,False,False,train_dev
2025-12-10,96,22.78333333333333,35.0,192.0,0.6599999999999966,0.6274166666666658,1,1,0.8484361746560136,False,False,train_dev
2025-12-11,96,16.25,23.975000000000005,192.0,0.9533333333333331,0.7022499999999795,1,1,0.8112667583830232,False,False,train_dev
2025-12-12,96,3.483333333333333,25.175,206.0,1.249999999999993,1.0142499999999803,1,1,0.8464045165488039,False,False,train_dev
2025-12-13,96,-0.7333333333333334,11.441666666666665,80.0,0.21515151515151842,0.21166666666666467,0,0,1.0818758535461492,False,True,train_dev
2025-12-14,96,-4.783333333333333,7.433333333333334,152.0,1.0333333333333314,0.8780833333333214,0,0,0.8962814178233831,False,True,train_dev
2025-12-15,96,4.858333333333333,21.683333333333334,237.99999333333335,1.4166666666666714,1.3687499999999997,1,1,0.6736847257264893,False,False,train_dev
2025-12-16,96,3.6666666666666665,36.4,222.0,1.2636363636363512,1.2366287878787774,1,1,0.8282933104791033,False,False,train_dev
2025-12-17,96,30.616666666666664,38.40833333333333,178.0,0.7366666666666646,0.692583333333327,1,1,0.9132597111870817,False,False,train_dev
2025-12-18,96,12.733333333333334,43.425000000000004,174.0,0.6600000000000108,0.6594102564102545,1,1,0.8742081113874308,False,False,train_dev
2025-12-19,96,6.016666666666667,21.3,216.0,1.2966666666666598,0.9593333333333083,1,1,0.9050456319800159,False,False,train_dev
2025-12-20,96,19.3,40.541666666666664,66.0,0.44666666666667254,0.39108333333333223,0,0,1.1636410669638728,False,True,train_dev
2025-12-21,96,9.35,29.400000000000002,80.0,0.6499999999999986,0.536916666666657,0,0,0.979879896649694,False,True,train_dev
2025-12-22,96,29.7,38.64166666666667,146.0,0.6733333333333249,0.6694999999999907,1,1,1.448362201360692,False,False,train_dev
2025-12-23,96,29.208333333333332,45.06666666666666,136.0,0.5866666666666802,0.5847499999999947,1,1,1.4623394260577196,False,False,train_dev
2025-12-24,96,27.583333333333332,40.291666666666664,72.0,0.23333333333332718,0.22566666666666688,1,1,1.1026323066413375,False,False,train_dev
2025-12-25,96,31.625,37.73333333333333,82.0,0.36333333333332263,0.2789999999999817,1,1,1.0159218532170076,False,False,train_dev
2025-12-26,96,33.46666666666667,39.050000000000004,132.0,0.7099999999999937,0.6908333333333266,1,1,1.5684087330649839,False,False,train_dev
2025-12-27,96,34.108333333333334,40.4,76.0,0.2666666666666657,0.24750000000000272,0,0,1.020692947972725,False,True,train_dev
2025-12-28,96,17.966666666666665,38.98333333333333,72.0,0.2633333333333425,0.24416666666667133,0,0,0.9497258719071278,False,True,train_dev
2025-12-29,96,10.616666666666667,18.9,178.0,0.8500000000000014,0.6966666666666524,1,1,1.5604039818516149,False,False,train_dev
2025-12-30,96,8.033333333333333,25.483333333333334,201.99999333333335,1.5233333333333334,1.1227499999999733,1,1,1.6093572798254379,False,False,train_dev
2025-12-31,96,11.0,36.14166666666666,102.0,0.33636363636362887,0.32887121212121084,1,1,0.6301267215278888,False,False,train_dev
2026-01-01,96,6.866666666666667,14.700000000000001,114.0,0.38666666666666316,0.3664545454545383,1,1,0.48358185692877126,False,False,train_dev
2026-01-02,96,9.883333333333335,19.841666666666665,202.0,1.1666666666666714,1.0689166666666627,1,1,1.6021246900037074,False,False,train_dev
2026-01-03,96,14.933333333333332,23.46666666666667,96.0,0.3433333333333337,0.3184166666666673,0,0,0.4938421824901029,False,True,train_dev
2026-01-04,96,10.049999999999999,30.166666666666668,108.0,0.3333333333333357,0.3333333333333357,0,0,0.4650644474469972,False,True,train_dev
2026-01-05,96,28.058333333333334,38.666666666666664,270.0,0.9923076923076906,0.9813974358974319,1,1,0.6288223750756478,False,False,train_dev
2026-01-06,96,31.849999999999998,39.01666666666667,224.0,0.8633333333333439,0.8250000000000016,1,1,0.8091343948076991,False,False,train_dev
2026-01-07,96,31.40833333333333,39.375,190.0,0.9333333333333371,0.8509166666666653,1,1,0.8623084348093562,False,False,train_dev
2026-01-08,96,34.199999999999996,55.833333333333336,180.0,0.8400000000000034,0.7633333333333269,1,1,0.7733358091511802,False,False,train_dev
2026-01-09,96,31.016666666666666,56.03333333333333,178.0,0.673333333333332,0.6349999999999978,1,1,0.8488574886362695,False,False,train_dev
2026-01-10,96,17.833333333333332,34.6,58.0,0.6200000000000045,0.49349999999999516,0,0,1.2047869708622476,False,True,train_dev
2026-01-11,96,17.808333333333334,31.733333333333334,74.0,0.5499999999999972,0.4733333333333247,0,0,0.9447722277790006,False,True,train_dev
2026-01-12,96,26.90833333333333,46.18333333333334,239.99999333333335,0.9266666666666481,0.9083846153846032,1,1,0.7559778869497956,False,False,train_dev
2026-01-13,96,33.75833333333333,51.56666666666666,190.0,0.7599999999999909,0.7523333333333306,1,1,0.8406072221553537,False,False,train_dev
2026-01-14,96,14.066666666666668,39.11666666666667,198.0,1.1133333333333297,0.981083333333317,1,1,0.7712025564441118,False,False,train_dev
2026-01-15,96,8.633333333333333,24.458333333333332,240.0,1.3466666666666711,0.9269166666666315,1,1,0.7992301294005214,False,False,train_dev
2026-01-16,96,16.5,36.63333333333333,214.0,0.5733333333333377,0.5637500000000042,1,1,0.7685564082339695,False,False,train_dev
2026-01-17,96,9.633333333333333,16.200000000000003,76.0,0.3333333333333215,0.321833333333327,0,0,1.112642801958431,False,True,train_dev
2026-01-18,96,0.44166666666666665,13.816666666666668,164.0,0.4066666666666805,0.34916666666667107,0,0,0.9967215930256316,False,True,train_dev
2026-01-19,96,-6.066666666666666,10.291666666666666,263.99999333333335,2.18333333333333,1.9169166666666435,1,1,0.7508264999674553,False,False,train_dev
2026-01-20,96,-7.066666666666666,14.066666666666665,273.99999333333335,1.8766666666666794,1.8635448717948775,1,1,0.697748009818231,False,False,train_dev
2026-01-21,96,11.283333333333331,25.133333333333336,238.0,1.3233333333333306,0.9668333333332957,1,1,0.8072574712031143,False,False,train_dev
2026-01-22,96,-4.066666666666666,18.933333333333334,259.99999333333335,1.4933333333333394,0.9988333333333088,1,1,0.7378546572002209,False,False,train_dev
2026-01-23,96,-17.25,-4.766666666666667,252.0,1.903333333333336,1.2938333333332865,1,1,0.9341346792197728,False,False,train_dev
2026-01-24,96,-15.075000000000001,-1.6333333333333335,234.0,0.4366666666666674,0.37916666666666204,0,0,0.8220496639763635,False,True,train_dev
2026-01-25,96,-5.591666666666666,4.675,148.0,0.38999999999999346,0.363166666666662,0,0,0.5808286789549805,True,True,gate_smoke_excluded
2026-01-26,96,-6.074999999999999,10.933333333333335,298.0,2.1515151515151416,2.146958041958041,1,1,0.7006339000830023,True,False,gate_smoke_excluded
2026-01-27,96,1.2333333333333334,13.583333333333334,278.0,1.9266666666666694,1.8557499999999962,1,1,0.7092513759948571,False,False,train_dev
2026-01-28,96,-0.8583333333333334,15.0,262.0,2.1699999999999946,2.062666666666656,1,1,0.7569992460670859,False,False,train_dev
2026-01-29,96,-4.783333333333333,13.791666666666666,273.99999333333335,1.9966666666666555,1.8931666666666516,1,1,0.8957700680258655,False,False,train_dev
2026-01-30,96,4.766666666666667,16.691666666666666,253.99998666666667,1.5533333333333275,1.3578333333333181,1,1,0.8706442680723333,False,False,train_dev
2026-01-31,96,6.566666666666666,23.066666666666666,158.0,0.3933333333333451,0.35116666666667257,0,0,0.9680887415270288,False,True,train_dev
2026-02-01,96,1.6666666666666667,27.78333333333333,150.0,0.38666666666667737,0.38666666666667326,0,0,0.8462999441140556,False,True,train_dev
2026-02-02,96,15.833333333333334,26.666666666666668,266.0,1.0600000000000023,1.0254999999999983,1,1,0.7461985175570774,False,False,train_dev
2026-02-03,96,2.6666666666666665,22.616666666666664,248.0,1.18333333333333,0.9801666666666564,1,1,0.8119925445126187,False,False,train_dev
2026-02-04,96,-2.7416666666666667,25.366666666666664,236.0,1.7733333333333405,1.7369166666666673,1,1,0.8269987314778081,False,False,train_dev
2026-02-05,96,13.258333333333333,31.491666666666664,220.0,0.5933333333333479,0.5818333333333452,1,1,0.8318801603532857,False,False,train_dev
2026-02-06,96,15.733333333333333,38.166666666666664,206.0,0.7133333333333383,0.6404999999999919,1,1,0.8773765296051635,False,False,train_dev
2026-02-07,96,5.825,21.59166666666667,135.99999666666668,0.31333333333332547,0.28841666666666316,0,0,1.0731505626734925,False,True,train_dev
2026-02-08,96,18.933333333333334,28.675,88.0,0.23666666666666458,0.23283333333333442,0,0,0.9647304804945289,False,True,train_dev
2026-02-09,96,20.73333333333333,36.56666666666667,248.0,0.8866666666666561,0.863666666666667,1,1,0.7239150931838605,False,False,train_dev
2026-02-10,96,29.8,40.050000000000004,202.0,0.7099999999999937,0.6908333333333349,1,1,0.7842370234411643,False,False,train_dev
2026-02-11,96,23.333333333333332,39.60833333333333,208.0,0.6099999999999994,0.5505833333333331,1,1,0.8169712351104316,False,False,train_dev
2026-02-12,96,24.849999999999998,37.550000000000004,198.0,0.7399999999999949,0.6805833333333285,1,1,0.7873459448630399,False,False,train_dev
2026-02-13,96,25.666666666666668,51.625,222.0,1.036666666666676,1.0251666666666692,1,1,0.8191096800533403,False,False,train_dev
2026-02-14,96,22.46666666666667,55.48333333333333,114.0,0.20666666666666345,0.20474999999999838,0,0,1.1929333126857606,False,True,train_dev
2026-02-15,96,30.166666666666668,57.4,90.0,0.2500000000000142,0.24425000000001082,0,0,1.3167960775601624,False,True,train_dev
2026-02-16,96,32.13333333333333,63.791666666666664,180.0,0.7233333333333434,0.6926666666666695,1,1,0.9123322259345091,False,False,train_dev
2026-02-17,96,31.383333333333336,54.46666666666667,154.0,0.5733333333333377,0.5388333333333336,1,1,0.8707440096376313,False,False,train_dev
2026-02-18,96,38.03333333333334,57.39166666666667,144.0,0.8733333333333206,0.810083333333316,1,1,0.8993308660855592,False,False,train_dev
2026-02-19,96,29.34166666666667,46.98333333333333,148.0,0.5066666666666606,0.5009166666666572,1,1,0.8446242098871967,False,False,train_dev
